"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint"
"Chloronitrobenzene, p-   ",100005,"PPRTV","RfD (mg/kg/day)",0.001,"http://hhpprtv.ornl.gov/issue_papers/Chloronitrobenzenep.pdf","2008","Bio/Dynamics, Inc. 1985. A chronic oral gavage study in rats with p-nitrochlorobenzene. Produced 6/26/85. Submitted 5/17/94 by Monsanto to U.S. EPA under TSCA Section 8D. EPA Doc. No. 86940000678. Fiche No. OTS0557088. TSCATS 442558.","NOAEL",0.1,NA,NA,"effects on erythrocytes (methemoglobinemia)",100,10,10,1,1,1,NA,"Rat","CD",NA,"Oral gavage","systemic","hematology","M","Continuous","methemoglobinemia",10,NA,0.4,0.2,"SD",0.001,100
"Chlorothalonil",1897456,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,1897-45-6","04/1999","MRID 41250502: full citation not availabe in reference list, but I think this is it:

IRDC and EPL Rat Carcinogenicity Study: A Tumorigenicity Study of Technical Chlorothalonil in Rats. Study conducted jointly by International Research and Development Corporation, Experimental Pathology Laboratories, Inc., and Test Substance Analysis Laboratory Ricerca, Inc. Submitted under MRID # 41250502 1989.","NOEL",2,NA,NA,"increased kidney weights and hyperplasia of the proximal convoluted tubles in the kidneys; ulcers and forestomach hyperplasia",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","kidneys","none","Both","","none",NA,NA,NA,NA,"",0.02,100
"Chlorothalonil",1897456,"IRIS","RfD (mg/kg/day)",0.015,"http://www.epa.gov/iris/subst/0143.htm","3/1/1988","Diamond Shamrock Chemical Corporation. 1970a. MRID No. 00057702, 00114034. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",1.5,NA,NA,"Renal tubular epithelial vacuolation",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","kidneys","nonneoplastic histopathology","Both","Dichotomous","Renal tubular epithelial vacuolation",NA,NA,NA,NA,"",0.015,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","kidneys","nonneoplastic histopathology","Both","Dichotomous","microscopic lesions in kidneys",NA,NA,NA,NA,"",0.6,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","bone marrow","nonneoplastic histopathology","Both","Dichotomous","microscopic lesions in the marrow",NA,NA,NA,NA,"",0.6,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","spleen","gross pathology","Both","Dichotomous","gross splenic lesions",NA,NA,NA,NA,"",0.6,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","spleen","nonneoplastic histopathology","Both","Dichotomous","microscopic lesions in spleen",NA,NA,NA,NA,"",0.6,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","spleen","organ weight","Both","Continuous","organ weight changes in the spleen",NA,NA,NA,NA,"",0.6,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","liver","organ weight","Both","Continuous","organ weight changes in the liver",NA,NA,NA,NA,"",0.6,100
"Chlorpropham",101213,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0283.htm","6/30/1988","PPG Industries, Inc. 1983a. MRID No. 00129545, 00125691. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Kidney, spleen, liver, and bone marrow toxicity",300,10,10,1,1,3,NA,"Rat","CD",NA,"Oral diet","liver","nonneoplastic histopathology","Both","Dichotomous","microscopic lesions in the liver",NA,NA,NA,NA,"",0.6,100
"Chlorpyrifos",2921882,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.001,"http://www.atsdr.cdc.gov/ToxProfiles/tp84.pdf","9/1997","McCollister SB, Kociba RJ, Humiston CG. et al. 1974. Studies of the acute and long term oral toxicity of chlorpyrifos (O,O diethyl O (3,5,6 trichloro 2 pyridyl) phosphorothioate) Food Cosmet Toxico1 12(1):(45-61).","NOAEL",0.1,NA,NA,"Acetylcholinesterase inhibition",100,10,10,1,1,1,NA,"Rat","Sherman",NA,"Oral diet","PNS","neurotransmitter","Both","","neurotransmitter",NA,NA,NA,NA,"",0.001,100
"Chlorpyrifos Methyl",5598130,"HEAST","RfD (mg/kg/day)",0.01,"http://epa-heast.ornl.gov/heast.php?chemical=Chlorpyrifos Methyl","1984","Confidential business information (CBI) as cited in: 

U.S. EPA. 1984. Health and environmental effects profile for Chlorpyrifos and Chlorpyrifosmethyl. Prepared by the Office of Health and Environmental Assessment, Environmental Criteria and Assessment Office, Cincinnati, OH for the Office of Solid Waste and Emergency Response, Washington, DC","NOAEL",1,NA,NA,"decreased fertility and liver effects",100,10,10,1,1,1,NA,"Rat","Unspecified",NA,"Oral diet","liver","multiple","","","Not specified in HEEP (U.S. EPA, 1984).",NA,NA,NA,NA,"",0.01,100
"Chlorpyrifos Methyl",5598130,"HEAST","RfD (mg/kg/day)",0.01,"http://epa-heast.ornl.gov/heast.php?chemical=Chlorpyrifos Methyl","1984","Confidential business information (CBI) as cited in: 

U.S. EPA. 1984. Health and environmental effects profile for Chlorpyrifos and Chlorpyrifosmethyl. Prepared by the Office of Health and Environmental Assessment, Environmental Criteria and Assessment Office, Cincinnati, OH for the Office of Solid Waste and Emergency Response, Washington, DC","NOAEL",1,NA,NA,"decreased fertility and liver effects",100,10,10,1,1,1,NA,"Rat","Unspecified",NA,"Oral diet","female repro","reproduction","F","Dichotomous","reduced fertility index",NA,NA,NA,NA,"",0.01,100
"Chlorsulfuron",64902723,"IRIS","RfD (mg/kg/day)",0.05,"http://www.epa.gov/iris/subst/0027.htm","1/1/1990","E.I. du Pont de Nemours & Company, Inc. 1980a. MRID No. 00031419, 00086003. Available from EPA. Write to FOI, EPA, Washington DC 20460.","NOEL",5,NA,NA,"Decreased body weight",100,10,10,1,1,1,NA,"Rat","CD",NA,"Oral diet","systemic","body weight","M","","body weight",NA,NA,NA,NA,"",0.05,100
"Chlorthiophos",60238564,"HEAST","RfD (mg/kg/day)",8e-04,"http://epa-heast.ornl.gov/heast.php?chemical=Chlorthiophos","1986","Worthing C.R. and S.B. Walker, ed. 1983. The Pesticide Manual, 7th ed. British Crop Protection Council, the Lavenham Press Ltd. Suffolk, England. p. 130.","NOAEL",0.08,NA,NA,"no effect (on erythrocyte cholinesterase)",100,10,10,1,1,1,NA,"Rat","Unspecified",NA,"Oral diet","systemic","none","Both","","no effect (on erythrocyte cholinesterase)",NA,NA,NA,NA,"",8e-04,100
"cis-1,2-Dichloroethylene",156592,"IRIS","RfD (mg/kg/day)",0.002,"http://www.epa.gov/iris/subst/0418.htm","9/30/2010","McCauley, PT; Robinson, M; Daniel, FB; et al. (1990) The effects of subacute and subchronic oral exposure to cis-1,2-dichloroethylene in rats.  Health Effects Research Laboratory, U.S. Environmental Protection Agency, Cincinnati, OH and Toxic Hazards Division, Air Force Aerospace Medical Research Laboratory, Wright-Patterson Air Force Base, OH; unpublished report.



McCauley, PT; Robinson, M; Daniel, FB; et al. (1995) The effects of subacute and subchronic oral exposure to cis-1,2-dichloroethylene in Sprague-Dawley rats.  Drug Chem Toxicol 18:171–184.","BMDL",5.1,19.8,"10% RD","Increased relative kidney weight in male rats",3000,10,10,10,1,3,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","kidneys","organ weight","M","Continuous","Increased relative kidney weight in male rats",NA,NA,0.7,0.06,"SD",0.006,1000
"Clethodim",99129212,"OPP","Chronic RfD (mg/kg/day)",0.01,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,99129-21-2","3/07/2007","MRID 41030111","NOAEL",1,NA,NA,"Alterations in hematology and clinical chemistry parameters and increased absolute and relative liver weights",100,10,10,1,1,1,NA,"Dog","",NA,"","blood","clinical chemistry","Both","","Alterations in clinical chemistry parameters ",NA,NA,NA,NA,"",0.01,100
"Clethodim",99129212,"OPP","Chronic RfD (mg/kg/day)",0.01,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,99129-21-2","3/07/2007","MRID 41030111","NOAEL",1,NA,NA,"Alterations in hematology and clinical chemistry parameters and increased absolute and relative liver weights",100,10,10,1,1,1,NA,"Dog","",NA,"","blood","hematology","Both","","Alterations in hematology parameters",NA,NA,NA,NA,"",0.01,100
"Clethodim",99129212,"OPP","Chronic RfD (mg/kg/day)",0.01,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,99129-21-2","3/07/2007","MRID 41030111","NOAEL",1,NA,NA,"Alterations in hematology and clinical chemistry parameters and increased absolute and relative liver weights",100,10,10,1,1,1,NA,"Dog","",NA,"","liver","organ weight","Both","","Increased absolute and relative liver weights",NA,NA,NA,NA,"",0.01,100
"Clodinafop-propargyl",105511964,"OPP","RfD (mg/kg/day)",3e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,105511-96-4","5/15/2000","MRID 44399147: Frankhauser H (1992). 24-month carcinogenicity and chronic toxicity study in rats. Novartis Crop Protection, Inc. (formaly Ciba-Geigy Crop Protection, Stein, Switzerland), Greensboro, NC 27419. Report No. 861139; October, 21, 1992 (Unpublished)","NOAEL",0.03,NA,NA,"hepatocytic hypertrophy, chronic progressive nephropathy, and tubular pigmentation",100,10,10,1,1,1,NA,"Rat","Albino",NA,"Oral diet","liver","nonneoplastic histopathology","F","Dichotomous","hepatocytic hypertrophy",80,1,NA,NA,"",3e-04,100
"Clodinafop-propargyl",105511964,"OPP","RfD (mg/kg/day)",3e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,105511-96-4","5/15/2000","MRID 44399147: Frankhauser H (1992). 24-month carcinogenicity and chronic toxicity study in rats. Novartis Crop Protection, Inc. (formaly Ciba-Geigy Crop Protection, Stein, Switzerland), Greensboro, NC 27419. Report No. 861139; October, 21, 1992 (Unpublished)","NOAEL",0.03,NA,NA,"hepatocytic hypertrophy, chronic progressive nephropathy, and tubular pigmentation",100,10,10,1,1,1,NA,"Rat","Albino",NA,"Oral diet","liver","nonneoplastic histopathology","M","Dichotomous","hepatocytic hypertrophy",80,0,NA,NA,"",3e-04,100
"Clodinafop-propargyl",105511964,"OPP","RfD (mg/kg/day)",3e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,105511-96-4","5/15/2000","MRID 44399147: Frankhauser H (1992). 24-month carcinogenicity and chronic toxicity study in rats. Novartis Crop Protection, Inc. (formaly Ciba-Geigy Crop Protection, Stein, Switzerland), Greensboro, NC 27419. Report No. 861139; October, 21, 1992 (Unpublished)","NOAEL",0.03,NA,NA,"hepatocytic hypertrophy, chronic progressive nephropathy, and tubular pigmentation",100,10,10,1,1,1,NA,"Rat","Albino",NA,"Oral diet","kidneys","nonneoplastic histopathology","M","Dichotomous","tubular pigmentation",80,0,NA,NA,"",3e-04,100
"Clodinafop-propargyl",105511964,"OPP","RfD (mg/kg/day)",3e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,105511-96-4","5/15/2000","MRID 44399147: Frankhauser H (1992). 24-month carcinogenicity and chronic toxicity study in rats. Novartis Crop Protection, Inc. (formaly Ciba-Geigy Crop Protection, Stein, Switzerland), Greensboro, NC 27419. Report No. 861139; October, 21, 1992 (Unpublished)","NOAEL",0.03,NA,NA,"hepatocytic hypertrophy, chronic progressive nephropathy, and tubular pigmentation",100,10,10,1,1,1,NA,"Rat","Albino",NA,"Oral diet","kidneys","nonneoplastic histopathology","F","Dichotomous","chronic progressive nephropathy",80,30,NA,NA,"",3e-04,100
"Clodinafop-propargyl",105511964,"OPP","RfD (mg/kg/day)",3e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,105511-96-4","5/15/2000","MRID 44399147: Frankhauser H (1992). 24-month carcinogenicity and chronic toxicity study in rats. Novartis Crop Protection, Inc. (formaly Ciba-Geigy Crop Protection, Stein, Switzerland), Greensboro, NC 27419. Report No. 861139; October, 21, 1992 (Unpublished)","NOAEL",0.03,NA,NA,"hepatocytic hypertrophy, chronic progressive nephropathy, and tubular pigmentation",100,10,10,1,1,1,NA,"Rat","Albino",NA,"Oral diet","kidneys","nonneoplastic histopathology","F","Dichotomous","tubular pigmentation",80,3,NA,NA,"",3e-04,100
"Clodinafop-propargyl",105511964,"OPP","RfD (mg/kg/day)",3e-04,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,105511-96-4","5/15/2000","MRID 44399147: Frankhauser H (1992). 24-month carcinogenicity and chronic toxicity study in rats. Novartis Crop Protection, Inc. (formaly Ciba-Geigy Crop Protection, Stein, Switzerland), Greensboro, NC 27419. Report No. 861139; October, 21, 1992 (Unpublished)","NOAEL",0.03,NA,NA,"hepatocytic hypertrophy, chronic progressive nephropathy, and tubular pigmentation",100,10,10,1,1,1,NA,"Rat","Albino",NA,"Oral diet","kidneys","nonneoplastic histopathology","M","Dichotomous","chronic progressive nephropathy",80,32,NA,NA,"",3e-04,100
"Clofentezine",74115245,"OPP","Chronic RfD (mg/kg/day)",0.013,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,74115-24-5","6/6/13","Primary source?","NOAEL",1.25,NA,NA,"increased liver weights, hepatocellular enlargement and increased serum cholesterol, triglycerides and alkaline phosphatase levels.",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","combined","multiple","","","multiple",NA,NA,NA,NA,"",0.013,100
"Clofentezine",74115245,"IRIS","RfD (mg/kg/day)",0.013,"http://www.epa.gov/iris/subst/0008.htm","11/1/1989","BFC Chemicals, Inc. 1984. MRID No. 00149491, 00159080. Available from EPA. Write to FOI, EPA, Washington D.C. 20460.","NOEL",1.25,NA,NA,"Liver effects; organ weight changes",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","liver","organ weight","Both","","organ weight",NA,NA,NA,NA,"",0.013,100
"Clofentezine",74115245,"IRIS","RfD (mg/kg/day)",0.013,"http://www.epa.gov/iris/subst/0008.htm","11/1/1989","BFC Chemicals, Inc. 1984. MRID No. 00149491, 00159080. Available from EPA. Write to FOI, EPA, Washington D.C. 20460.","NOEL",1.25,NA,NA,"Liver effects; organ weight changes",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","liver","clinical chemistry","Both","","clinical chemistry",NA,NA,NA,NA,"",0.013,100
"Clofentezine",74115245,"IRIS","RfD (mg/kg/day)",0.013,"http://www.epa.gov/iris/subst/0008.htm","11/1/1989","BFC Chemicals, Inc. 1984. MRID No. 00149491, 00159080. Available from EPA. Write to FOI, EPA, Washington D.C. 20460.","NOEL",1.25,NA,NA,"Liver effects; organ weight changes",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","liver","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.013,100
"Clomazone",81777891,"OPP","Chronic RfD (mg/kg/day)",0.84,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2006-0113-0003","9/14/2000","MRID 00132586","NOAEL",84.4,NA,NA,"no adverse effects (critical effect determined by co-critical studies - see accompanying record)",100,10,10,1,1,1,NA,"Rat","Unspecified",NA,"Oral diet","none","none","Both","","none",NA,NA,NA,NA,"",0.84,100
"Clopyralid",1702176,"OPP","Chronic RfD (mg/kg/day)",0.15,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,1702-17-6","6/06/2012","MRIDs 00162393 and 00162434 (1986)","NOAEL",15,NA,NA,"increased epithelial hyperplasia and thickening of the limiting ridge of the stomach in both sexes",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","gastrointestinal","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.15,100
"Cloquintocet-mexyl",99607702,"OPP","Chronic RfD (mg/kg/day)",0.04,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2007-0555-0004","11/29/2005","MRID 44387431","NOAEL",4.3,NA,NA,"increased incidence of thyroid follicular epithelial hyperplasia",100,10,10,1,1,1,NA,"Rat","",NA,"Oral diet","thyroid","nonneoplastic histopathology","F","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.04,100
"Copper(I) cyanide",544923,"IRIS","RfD (mg/kg/day)",0.005,"http://www.epa.gov/iris/subst/0029.htm","2/1/1996","U.S. EPA. 1986. 90-Day oral toxicity study of copper cyanide. Office of Solid Waste, Washington, DC.","NOAEL",5,NA,NA,"Decreased body and organ weights, histopathologic alterations in liver and kidney",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","systemic","organ weight","M","","Decreased brain weight",20,NA,2.23,0.08,"SD",0.005,1000
"Copper(I) cyanide",544923,"IRIS","RfD (mg/kg/day)",0.005,"http://www.epa.gov/iris/subst/0029.htm","2/1/1996","U.S. EPA. 1986. 90-Day oral toxicity study of copper cyanide. Office of Solid Waste, Washington, DC.","NOAEL",5,NA,NA,"Decreased body and organ weights, histopathologic alterations in liver and kidney",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","systemic","organ weight","M","Continuous","Relative brain weight",20,NA,0.436,0.036,"SD",0.005,1000
"Copper(I) cyanide",544923,"IRIS","RfD (mg/kg/day)",0.005,"http://www.epa.gov/iris/subst/0029.htm","2/1/1996","U.S. EPA. 1986. 90-Day oral toxicity study of copper cyanide. Office of Solid Waste, Washington, DC.","NOAEL",5,NA,NA,"Decreased body and organ weights, histopathologic alterations in liver and kidney",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","systemic","body weight","M","Continuous","Decreased body weight gain",20,NA,323.2,41.8,"SD",0.005,1000
